age,gender,marriage,children,family ,education,income,car,income_type,house,work_days,registraion_time,document_change,jobtitle,amount ,rate ,period,time,social_stability,social_exposure,social_quality,sentiment,defaulter
27,male,married,have,3,bachelors,1600000,no,2,parent's house,6,30,20,data analyst,5000000,15,10,1,10,4,0,0,0
30,female,married,have,3,bachelors,900000,no,2,parent's house,6,30,10,Tech lead,7000000,12.5,8,9,10,1,1,1,0
23,female,divorced,have,3,Junior school,600000,no,5,parent's house,3,30,10,business,9000000,12.5,8,11,1,3,2,0,1
46,male,unmarried,don't have,1,bachelors,3500000,yes,2,rent,7,30,15,software engineer,2000000,12.5,18,12,12,4,0,0,0
26,male,married,don't have,3,bachelors,1600000,no,6,parent's house,3,20,10,manager,3000000,18,10,1,4,4,2,0,1
24,female,divorced,don't have,1,bachelors,5500000,no,4,parent's house,7,20,15,business,3000000,18,8,10,5,4,1,0,1
35,male,divorced,don't have,5,masters,1800000,no,5,rent,7,20,10,business,2000000,18,35,11,10,3,0,1,0
33,female,married,don't have,1,masters,1600000,yes,1,rent,3,30,10,manager,30000000,12.5,25,12,7,3,1,1,0
47,male,unmarried,have,3,bachelors,900000,no,3,parent's house,7,20,20,data analyst,8000000,13,15,11,1,3,2,0,1
50,female,unmarried,have,4,bachelors,900000,yes,6,parent's house,7,30,10,software engineer,50000000,18,40,9,25,3,0,1,0
42,male,unmarried,have,5,Junior school,3500000,no,6,parent's house,3,20,15,executive chef,50000000,18,8,12,6,4,0,0,0
49,female,unmarried,have,4,Junior school,600000,no,6,own,6,20,10,executive chef,50000000,12.5,8,9,8,2,1,1,0
22,female,divorced,have,2,bachelors,900000,yes,2,own,6,30,10,manager,2000000,15,25,10,1,3,1,0,1
37,female,married,have,4,bachelors,900000,no,2,parent's house,5,30,15,data analyst,50000000,12.5,8,12,12,4,2,1,0
27,male,unmarried,have,1,masters,500000,yes,5,parent's house,3,30,10,software engineer,6000000,13.5,10,9,15,3,0,1,0
40,male,unmarried,have,4,Junior school,800000,no,3,parent's house,5,20,20,executive chef,8000000,18,10,1,0.9,3,1,0,1
23,female,married,have,2,bachelors,3500000,yes,3,own,7,30,20,Tech lead,4000000,18,15,9,20,3,1,1,0
43,female,divorced,have,5,Junior school,600000,no,5,parent's house,6,20,15,Tech lead,3000000,15,40,9,11,2,0,1,0
24,male,divorced,don't have,1,masters,2000000,yes,4,rent,7,20,15,Tech lead,7000000,12.5,45,1,1,1,1,0,1
35,female,married,have,2,bachelors,2500000,yes,1,rent,5,30,10,Tech lead,9000000,12,40,1,9,4,0,0,0
39,female,unmarried,don't have,5,Junior school,800000,yes,3,rent,3,20,15,software engineer,5000000,12,40,12,0.8,4,1,0,1
31,male,divorced,have,5,bachelors,1800000,yes,1,parent's house,6,20,15,data analyst,7000000,15,30,10,7,1,0,1,0
34,female,divorced,have,5,masters,1600000,yes,1,rent,7,20,20,software engineer,4000000,13.5,45,12,3,3,1,0,1
38,male,divorced,don't have,5,Junior school,5500000,no,1,own,7,30,15,data analyst,8000000,12,12,9,9,4,0,1,0
43,female,married,have,1,Junior school,3500000,no,2,parent's house,6,30,20,Tech lead,5000000,13.5,8,10,8,2,0,1,0
32,female,unmarried,don't have,2,bachelors,500000,yes,2,parent's house,5,30,20,data analyst,7000000,12.5,15,1,3,2,1,0,1
29,male,divorced,don't have,2,masters,1800000,no,2,parent's house,5,20,15,business,7000000,13,8,11,5,2,1,0,1
42,male,married,don't have,3,Junior school,1600000,no,2,own,3,30,15,business,5000000,12.5,15,10,0.9,3,1,0,1
37,male,married,don't have,2,masters,3500000,yes,3,rent,5,30,20,business,3000000,13,18,1,13,3,0,1,0
25,female,divorced,have,5,bachelors,500000,no,3,own,5,30,20,business,2000000,13,12,10,5,4,1,0,1
38,female,unmarried,don't have,5,masters,1800000,yes,4,parent's house,3,20,10,data analyst,5000000,13.5,25,11,1,3,1,0,1
49,female,divorced,don't have,4,Junior school,1600000,yes,3,own,6,20,15,data analyst,50000000,18,12,10,10,2,0,1,0
49,male,unmarried,have,3,Junior school,2500000,yes,3,rent,3,30,15,manager,8000000,12.5,18,9,9,1,0,1,0
32,female,married,don't have,5,bachelors,900000,yes,3,parent's house,5,30,20,software engineer,7000000,15,12,9,7,2,0,1,0
24,female,married,don't have,3,Junior school,1800000,yes,4,parent's house,6,30,15,Tech lead,5000000,13.5,8,12,10,2,0,1,0
29,female,divorced,don't have,1,bachelors,1500000,no,3,parent's house,7,30,15,business,9000000,12,10,9,7,2,1,1,0
26,male,unmarried,don't have,4,Junior school,600000,yes,2,own,6,30,10,data analyst,50000000,12.5,10,11,20,4,0,0,0
37,male,married,don't have,5,masters,700000,no,5,own,6,30,15,Tech lead,50000000,13.5,25,11,15,2,0,1,0
22,female,married,have,2,bachelors,5500000,yes,1,rent,3,20,15,executive chef,5000000,12.5,25,12,1,3,2,0,1
27,male,unmarried,don't have,4,bachelors,600000,no,3,own,6,30,10,data analyst,4000000,18,12,12,10,3,0,1,0
30,female,divorced,have,2,Junior school,600000,no,5,rent,6,30,20,manager,9000000,13,30,12,20,4,1,1,0
44,female,divorced,don't have,3,bachelors,3500000,no,3,parent's house,6,30,10,manager,8000000,13,35,9,21,2,0,0,0
35,male,married,don't have,3,Junior school,1500000,yes,5,rent,3,30,10,data analyst,3000000,13,45,10,7,1,0,1,0
47,male,married,don't have,3,masters,1600000,no,5,own,6,30,10,Tech lead,7000000,13.5,25,1,22,3,2,1,0
42,female,divorced,don't have,3,bachelors,600000,no,6,rent,3,30,20,manager,7000000,12,30,10,3,2,1,0,1
50,male,unmarried,have,3,bachelors,900000,yes,3,parent's house,7,20,20,executive chef,6000000,15,35,1,9,3,0,0,0
35,male,divorced,have,5,bachelors,700000,no,5,parent's house,3,30,20,manager,30000000,13.5,10,11,7,2,0,1,0
26,female,divorced,have,1,Junior school,2500000,yes,1,own,3,20,20,manager,7000000,13.5,12,9,15,4,0,1,0
40,male,unmarried,have,3,Junior school,900000,yes,5,parent's house,6,20,15,data analyst,3000000,13.5,25,9,2,3,1,0,1
41,female,married,don't have,2,bachelors,700000,no,1,rent,7,20,10,executive chef,3000000,12,18,12,10,4,0,0,0
34,female,married,have,3,Junior school,5500000,no,2,parent's house,5,20,15,business,7000000,13.5,25,9,10,1,1,1,0
47,male,unmarried,have,4,masters,1800000,yes,2,parent's house,7,30,15,data analyst,4000000,18,25,12,1,3,2,0,1
25,female,divorced,don't have,3,Junior school,600000,yes,6,rent,6,20,20,executive chef,50000000,15,15,1,12,4,0,0,0
23,female,married,don't have,3,masters,800000,no,4,rent,5,20,10,data analyst,4000000,12.5,18,12,4,4,2,0,1
43,female,divorced,have,4,masters,1600000,yes,1,parent's house,3,20,20,business,7000000,15,25,1,5,4,1,0,1
33,female,married,have,3,bachelors,2000000,no,1,own,5,30,15,Tech lead,8000000,12,45,11,10,3,0,1,0
29,female,unmarried,have,1,bachelors,3500000,yes,5,rent,6,30,20,data analyst,8000000,13,15,1,7,3,1,1,0
48,female,unmarried,don't have,3,bachelors,800000,yes,5,own,3,30,20,software engineer,6000000,18,10,10,1,3,2,0,1
22,male,divorced,don't have,5,masters,3500000,no,2,own,5,20,10,Tech lead,8000000,13,45,1,25,3,0,1,0
43,male,unmarried,don't have,3,masters,800000,yes,1,rent,5,30,10,data analyst,50000000,13,18,11,6,4,0,0,0
50,male,married,have,3,bachelors,2500000,no,3,rent,3,20,20,business,30000000,12.5,25,12,8,2,1,1,0
21,female,married,have,2,masters,600000,yes,6,parent's house,6,30,10,data analyst,30000000,12,35,10,1,3,1,0,1
43,female,married,don't have,4,masters,800000,no,4,own,3,30,20,manager,2000000,18,15,12,12,4,2,1,0
22,female,divorced,don't have,2,bachelors,2500000,no,6,rent,3,30,20,business,30000000,15,10,9,15,3,0,1,0
